radius,luminosity
0.0,0.0
0.01,-0.0027054357473592773
0.02,-0.0026428484813070755
0.03,-0.0009275170919044676
0.04,0.0008810418692788634
0.05,0.0009188779350364472
0.06,-0.0003905389723298801
0.07,-0.0022789328372122817
0.08,0.001644262692608282
0.09,0.0018099538910512402
0.1,0.005800048257307409
0.11,0.004488867204087585
0.12,0.00480504023769677
0.13,0.006926212748386312
0.14,0.0024241599934198476
0.15,0.007180439805630323
0.16,0.013290073387470848
0.17,0.014173642897744367
0.18,0.01492654914343191
0.19,0.017460849441226996
0.2,0.025936318062568835
0.21,0.025986285512252946
0.22,0.027861968723918665
0.23,0.03584679767141914
0.24,0.03439699002044263
0.25,0.03982234459991421
0.26,0.03921068287289266
0.27,0.04876740615755679
0.28,0.046991307891133094
0.29,0.05477802696143238
0.3,0.06638304756667637
0.31,0.06856914338757356
0.32,0.0732016663595545
0.33,0.07970620711218025
0.34,0.0838363202692729
0.35,0.08603932878628165
0.36,0.09723243914868018
0.37,0.10209279947071882
0.38,0.10138903118363167
0.39,0.11311215624369947
0.4,0.1199142592334594
0.41,0.12111529171079062
0.42,0.1298457548212756
0.43,0.13964696038352833
0.44,0.14088386038241416
0.45,0.14574935620026438
0.46,0.1510647298524208
0.47,0.15796117760536793
0.48,0.16642162746178474
0.49,0.17350262157580953
0.5,0.17227006118206098
0.51,0.17890901239400214
0.52,0.18305913439094995
0.53,0.18563862554151367
0.54,0.19473117622664
0.55,0.20034545771474835
0.56,0.2037369906998066
0.57,0.20402010594460535
0.58,0.21097954757997994
0.59,0.21480677635634038
0.6,0.20997354994292608
0.61,0.22096686903704638
0.62,0.22305596219390061
0.63,0.22380823778960188
0.64,0.2268059785138436
0.65,0.2246265940206623
0.66,0.23165339234827842
0.67,0.2310532012415388
0.68,0.23325990561584137
0.69,0.2365520058022295
0.7,0.2359043555336847
0.71,0.2341171578116625
0.72,0.23803067805840075
0.73,0.23765168595129643
0.74,0.2352704286975752
0.75,0.2419864948292166
0.76,0.23899214593705043
0.77,0.24084948512273505
0.78,0.2408155135264171
0.79,0.24209744868997643
0.8,0.24215481332022493
0.81,0.24242906522588467
0.82,0.23939876701173526
0.83,0.2424076631795432
0.84,0.23833670186299372
0.85,0.24024748213118807
0.86,0.24077469435140822
0.87,0.24347573177620468
0.88,0.24340269569012804
0.89,0.24167482348107783
0.9,0.24128914161738146
0.91,0.24241953929582025
0.92,0.24339960531375648
0.93,0.24228677072914764
0.94,0.2411094341662683
0.95,0.2397327972981697
0.96,0.23874414821214432
0.97,0.24306936793589404
0.98,0.24171681390290148
0.99,0.24172932480486833
1.0,0.2438083056262433
